 1.000000  0.000000
 0.964145  0.003805
 0.928349  0.006984
 0.892665  0.010215
 0.857145  0.013896
 0.821834  0.018203
 0.786773  0.023146
 0.751997  0.028621
 0.717542  0.034450
 0.683440  0.040418
 0.649728  0.046305
 0.616443  0.051903
 0.583627  0.057035
 0.551328  0.061559
 0.519598  0.065376
 0.488493  0.068428
 0.458076  0.070695
 0.428410  0.072189
 0.399560  0.072949
 0.371591  0.073036
 0.344565  0.072523
 0.318542  0.071491
 0.293575  0.070024
 0.269709  0.068204
 0.246982  0.066111
 0.225424  0.063814
 0.205054  0.061378
 0.185882  0.058855
 0.167909  0.056290
 0.151126  0.053719
 0.135516  0.051170
 0.121055  0.048662
 0.107711  0.046211
 0.095446  0.043824
 0.084216  0.041507
 0.073976  0.039259
 0.064676  0.037081
 0.056262  0.034969
 0.048683  0.032918
 0.041884  0.030925
 0.035812  0.028984
 0.030413  0.027091
 0.025636  0.025241
 0.021430  0.023431
 0.017749  0.021656
 0.014544  0.019916
 0.011775  0.018206
 0.009398  0.016527
 0.007376  0.014876
 0.005673  0.013254
 0.004255  0.011661
 0.003093  0.010096
 0.002157  0.008560
 0.001422  0.007054
 0.000864  0.005579
 0.000461  0.004135
 0.000195  0.002723
 0.000046  0.001344
 0.000000  0.000000
 0.000046 -0.001344
 0.000195 -0.002723
 0.000461 -0.004135
 0.000864 -0.005579
 0.001422 -0.007054
 0.002157 -0.008560
 0.003093 -0.010096
 0.004255 -0.011661
 0.005673 -0.013254
 0.007376 -0.014876
 0.009398 -0.016527
 0.011775 -0.018206
 0.014544 -0.019916
 0.017749 -0.021656
 0.021430 -0.023431
 0.025636 -0.025241
 0.030413 -0.027091
 0.035812 -0.028984
 0.041884 -0.030925
 0.048683 -0.032918
 0.056262 -0.034969
 0.064676 -0.037081
 0.073976 -0.039259
 0.084216 -0.041507
 0.095446 -0.043824
 0.107711 -0.046211
 0.121055 -0.048662
 0.135516 -0.051170
 0.151126 -0.053719
 0.167909 -0.056290
 0.185882 -0.058855
 0.205054 -0.061378
 0.225424 -0.063814
 0.246982 -0.066111
 0.269709 -0.068204
 0.293575 -0.070024
 0.318542 -0.071491
 0.344565 -0.072523
 0.371591 -0.073036
 0.399560 -0.072949
 0.428410 -0.072189
 0.458076 -0.070695
 0.488493 -0.068428
 0.519598 -0.065376
 0.551328 -0.061559
 0.583627 -0.057035
 0.616443 -0.051903
 0.649728 -0.046305
 0.683440 -0.040418
 0.717542 -0.034450
 0.751997 -0.028621
 0.786773 -0.023146
 0.821834 -0.018203
 0.857145 -0.013896
 0.892665 -0.010215
 0.928349 -0.006984
 0.964145 -0.003805
 1.000000 -0.000000
